Cluster Index,flow_ID,Cluster,Device Name,Flow Key
72,udp_72,301,Amazon Echo_UNSW,"(('192.168.1.240', 37025), ('207.171.178.6', 123), 17, 4872011131246797298)"
73,udp_73,178,Amazon Echo_UNSW,"(('192.168.1.240', 50000), ('239.255.255.250', 1900), 17, 4872011131246797298)"
74,udp_74,301,Amazon Echo_UNSW,"(('192.168.1.240', 50231), ('72.21.192.213', 123), 17, 4872011131246797298)"
75,udp_75,301,Amazon Echo_UNSW,"(('192.168.1.240', 44240), ('71.252.219.43', 123), 17, 4872011131246797298)"
76,udp_76,301,Amazon Echo_UNSW,"(('192.168.1.240', 33236), ('208.75.88.4', 123), 17, 4872011131246797298)"
77,udp_77,301,Amazon Echo_UNSW,"(('192.168.1.240', 58231), ('45.79.10.228', 123), 17, 4872011131246797298)"
78,udp_78,301,Amazon Echo_UNSW,"(('138.236.128.36', 123), ('192.168.1.240', 55454), 17, 4872011131246797298)"
79,udp_79,301,Amazon Echo_UNSW,"(('192.168.1.240', 32817), ('206.108.0.132', 123), 17, 4872011131246797298)"
80,udp_80,301,Amazon Echo_UNSW,"(('192.168.1.240', 50561), ('198.38.16.1', 123), 17, 4872011131246797298)"
81,udp_81,301,Amazon Echo_UNSW,"(('192.168.1.240', 41714), ('208.75.89.4', 123), 17, 4872011131246797298)"
82,udp_82,301,Amazon Echo_UNSW,"(('192.168.1.240', 47254), ('204.11.201.12', 123), 17, 4872011131246797298)"
83,udp_83,301,Amazon Echo_UNSW,"(('129.6.15.30', 123), ('192.168.1.240', 57131), 17, 4872011131246797298)"
84,udp_84,301,Amazon Echo_UNSW,"(('192.168.1.240', 39048), ('207.171.178.6', 123), 17, 4872011131246797298)"
85,udp_85,301,Amazon Echo_UNSW,"(('192.168.1.240', 47885), ('45.79.10.228', 123), 17, 4872011131246797298)"
86,udp_86,301,Amazon Echo_UNSW,"(('192.168.1.240', 54809), ('207.171.178.6', 123), 17, 4872011131246797298)"
87,udp_87,301,Amazon Echo_UNSW,"(('192.168.1.240', 58342), ('206.108.0.131', 123), 17, 4872011131246797298)"
88,udp_88,301,Amazon Echo_UNSW,"(('192.168.1.240', 57351), ('198.38.16.1', 123), 17, 4872011131246797298)"
89,udp_89,301,Amazon Echo_UNSW,"(('192.168.1.240', 45899), ('208.75.89.4', 123), 17, 4872011131246797298)"
90,udp_90,301,Amazon Echo_UNSW,"(('131.107.13.100', 123), ('192.168.1.240', 44147), 17, 4872011131246797298)"
91,udp_91,301,Amazon Echo_UNSW,"(('192.168.1.240', 47804), ('72.21.192.213', 123), 17, 4872011131246797298)"
92,udp_92,301,Amazon Echo_UNSW,"(('129.6.15.30', 123), ('192.168.1.240', 55372), 17, 4872011131246797298)"
93,udp_93,301,Amazon Echo_UNSW,"(('173.71.69.90', 123), ('192.168.1.240', 60761), 17, 4872011131246797298)"
94,udp_94,301,Amazon Echo_UNSW,"(('129.6.15.30', 123), ('192.168.1.240', 47915), 17, 4872011131246797298)"
95,udp_95,301,Amazon Echo_UNSW,"(('192.168.1.240', 59236), ('96.244.96.19', 123), 17, 4872011131246797298)"
96,udp_96,301,Amazon Echo_UNSW,"(('192.168.1.240', 57069), ('206.108.0.131', 123), 17, 4872011131246797298)"
97,udp_97,301,Amazon Echo_UNSW,"(('192.168.1.240', 50134), ('72.21.192.213', 123), 17, 4872011131246797298)"
98,udp_98,301,Amazon Echo_UNSW,"(('192.168.1.240', 44232), ('72.21.192.213', 123), 17, 4872011131246797298)"
99,udp_99,301,Amazon Echo_UNSW,"(('129.6.15.30', 123), ('192.168.1.240', 48117), 17, 4872011131246797298)"
100,udp_100,301,Amazon Echo_UNSW,"(('192.168.1.240', 47975), ('207.171.178.6', 123), 17, 4872011131246797298)"
101,udp_101,301,Amazon Echo_UNSW,"(('107.170.224.8', 123), ('192.168.1.240', 48636), 17, 4872011131246797298)"
102,udp_102,301,Amazon Echo_UNSW,"(('138.236.128.36', 123), ('192.168.1.240', 39481), 17, 4872011131246797298)"
103,udp_103,512,Amazon Echo_UNSW,"(('129.6.15.30', 123), ('192.168.1.240', 55912), 17, 4872011131246797298)"
104,udp_104,301,Amazon Echo_UNSW,"(('192.168.1.240', 52109), ('198.38.16.1', 123), 17, 4872011131246797298)"
105,udp_105,142,Amazon Echo_UNSW,"(('192.168.1.240', 5353), ('224.0.0.251', 5353), 17, 4872011131246797298)"
106,udp_106,301,Amazon Echo_UNSW,"(('107.170.224.8', 123), ('192.168.1.240', 60559), 17, 4872011131246797298)"
107,udp_107,301,Amazon Echo_UNSW,"(('138.236.128.36', 123), ('192.168.1.240', 60198), 17, 4872011131246797298)"
108,udp_108,301,Amazon Echo_UNSW,"(('192.168.1.240', 45477), ('72.21.192.213', 123), 17, 4872011131246797298)"
109,udp_109,301,Amazon Echo_UNSW,"(('132.163.4.101', 123), ('192.168.1.240', 49889), 17, 4872011131246797298)"
110,udp_110,301,Amazon Echo_UNSW,"(('192.168.1.240', 48258), ('198.38.16.1', 123), 17, 4872011131246797298)"
111,udp_111,301,Amazon Echo_UNSW,"(('107.170.224.8', 123), ('192.168.1.240', 43658), 17, 4872011131246797298)"
112,udp_112,157,AmazonEchoGen1_YT,"(('192.168.0.15', 41603), ('23.23.78.32', 33434), 17, 733496208871063750)"
113,udp_113,147,AmazonEchoGen1_YT,"(('192.168.0.15', 36571), ('23.23.78.32', 33434), 17, 733496208871063750)"
114,udp_114,301,AmazonEchoGen1_YT,"(('192.168.0.15', 46443), ('72.21.192.213', 123), 17, 733496208871063750)"
115,udp_115,301,AmazonEchoGen1_YT,"(('192.168.0.15', 34593), ('69.164.202.202', 123), 17, 733496208871063750)"
116,udp_116,301,AmazonEchoGen1_YT,"(('192.168.0.15', 58420), ('198.58.105.63', 123), 17, 733496208871063750)"
117,udp_117,301,AmazonEchoGen1_YT,"(('192.168.0.15', 36787), ('97.127.86.125', 123), 17, 733496208871063750)"
118,udp_118,301,AmazonEchoGen1_YT,"(('192.168.0.15', 44596), ('34.225.6.20', 123), 17, 733496208871063750)"
119,udp_119,301,AmazonEchoGen1_YT,"(('192.168.0.15', 53862), ('207.171.178.6', 123), 17, 733496208871063750)"
120,udp_120,301,AmazonEchoGen1_YT,"(('192.168.0.15', 33756), ('72.21.192.213', 123), 17, 733496208871063750)"
121,udp_121,178,AmazonEchoGen1_YT,"(('192.168.0.15', 50000), ('239.255.255.250', 1900), 17, 733496208871063750)"
122,udp_122,301,AmazonEchoGen1_YT,"(('192.168.0.15', 46788), ('208.75.89.4', 123), 17, 733496208871063750)"
123,udp_123,301,AmazonEchoGen1_YT,"(('192.168.0.15', 56489), ('207.171.178.6', 123), 17, 733496208871063750)"
124,udp_124,3,AmazonFireTV_YT,"(('192.168.0.23', 5353), ('224.0.0.251', 5353), 17, -1147160215124566047)"
125,udp_125,362,AmazonFireTV_YT,"(('192.168.0.23', 53051), ('239.255.255.250', 1900), 17, -1147160215124566047)"
126,udp_126,561,Amcrest Camera_Our,"(('192.168.1.131', 43915), ('34.238.41.119', 8802), 17, 1255348113452107416)"
127,udp_127,147,Amcrest Camera_Our,"(('192.168.1.131', 64297), ('54.209.127.50', 8810), 17, 1255348113452107416)"
128,udp_128,485,Amcrest Camera_Our,"(('192.168.1.131', 64297), ('54.209.127.50', 8811), 17, 1255348113452107416)"
129,udp_129,485,Amcrest Camera_Our,"(('192.168.1.131', 64297), ('54.209.127.50', 8815), 17, 1255348113452107416)"
130,udp_130,488,Amcrest Camera_Our,"(('192.168.1.131', 64298), ('54.209.127.50', 8810), 17, 1255348113452107416)"
131,udp_131,336,Amcrest Camera_Our,"(('192.168.1.131', 64298), ('54.209.127.50', 8812), 17, 1255348113452107416)"
132,udp_132,485,Amcrest Camera_Our,"(('192.168.1.131', 64299), ('54.209.127.50', 8811), 17, 1255348113452107416)"
133,udp_133,836,Amcrest Camera_Our,"(('192.168.1.131', 64300), ('54.209.127.50', 8810), 17, 1255348113452107416)"
134,udp_134,336,Amcrest Camera_Our,"(('192.168.1.131', 64300), ('54.209.127.50', 8812), 17, 1255348113452107416)"
135,udp_135,147,Amcrest Camera_Our,"(('192.168.1.131', 64302), ('54.209.127.50', 8810), 17, 1255348113452107416)"
136,udp_136,485,Amcrest Camera_Our,"(('192.168.1.131', 64302), ('54.209.127.50', 8811), 17, 1255348113452107416)"
137,udp_137,485,Amcrest Camera_Our,"(('192.168.1.131', 64302), ('54.209.127.50', 8813), 17, 1255348113452107416)"
138,udp_138,485,Amcrest Camera_Our,"(('192.168.1.131', 64302), ('54.209.127.50', 8814), 17, 1255348113452107416)"
139,udp_139,488,Amcrest Camera_Our,"(('192.168.1.131', 64303), ('54.209.127.50', 8810), 17, 1255348113452107416)"
140,udp_140,336,Amcrest Camera_Our,"(('192.168.1.131', 64303), ('54.209.127.50', 8811), 17, 1255348113452107416)"
141,udp_141,147,Amcrest Camera_Our,"(('192.168.1.131', 64304), ('54.209.127.50', 8810), 17, 1255348113452107416)"
142,udp_142,485,Amcrest Camera_Our,"(('192.168.1.131', 64304), ('54.209.127.50', 8815), 17, 1255348113452107416)"
143,udp_143,147,Amcrest Camera_Our,"(('192.168.1.131', 64306), ('54.209.127.50', 8810), 17, 1255348113452107416)"
144,udp_144,485,Amcrest Camera_Our,"(('192.168.1.131', 64306), ('54.209.127.50', 8813), 17, 1255348113452107416)"
145,udp_145,485,Amcrest Camera_Our,"(('192.168.1.131', 64306), ('54.209.127.50', 8814), 17, 1255348113452107416)"
146,udp_146,485,Amcrest Camera_Our,"(('192.168.1.131', 64309), ('54.209.127.50', 8811), 17, 1255348113452107416)"
147,udp_147,485,Amcrest Camera_Our,"(('192.168.1.131', 64309), ('54.209.127.50', 8814), 17, 1255348113452107416)"
148,udp_148,485,Amcrest Camera_Our,"(('192.168.1.131', 64309), ('54.209.127.50', 8815), 17, 1255348113452107416)"
149,udp_149,485,Amcrest Camera_Our,"(('192.168.1.131', 64316), ('54.209.127.50', 8810), 17, 1255348113452107416)"
150,udp_150,485,Amcrest Camera_Our,"(('192.168.1.131', 64316), ('54.209.127.50', 8812), 17, 1255348113452107416)"
151,udp_151,485,Amcrest Camera_Our,"(('192.168.1.131', 64321), ('54.209.127.50', 8812), 17, 1255348113452107416)"
152,udp_152,485,Amcrest Camera_Our,"(('192.168.1.131', 64327), ('54.209.127.50', 8811), 17, 1255348113452107416)"
153,udp_153,485,Amcrest Camera_Our,"(('192.168.1.131', 64329), ('54.209.127.50', 8815), 17, 1255348113452107416)"
154,udp_154,485,Amcrest Camera_Our,"(('192.168.1.131', 64331), ('54.209.127.50', 8812), 17, 1255348113452107416)"
155,udp_155,485,Amcrest Camera_Our,"(('192.168.1.131', 64331), ('54.209.127.50', 8814), 17, 1255348113452107416)"
156,udp_156,485,Amcrest Camera_Our,"(('192.168.1.131', 64332), ('54.209.127.50', 8814), 17, 1255348113452107416)"
157,udp_157,113,Amcrest Camera_Our,"(('192.168.1.131', 64334), ('34.238.41.119', 8800), 17, 1255348113452107416)"
158,udp_158,182,Amcrest Camera_Our,"(('107.13.184.9', 20715), ('192.168.1.131', 64334), 17, 1255348113452107416)"
159,udp_159,442,Amcrest Camera_Our,"(('192.168.1.131', 64336), ('52.91.228.238', 56719), 17, 1255348113452107416)"
160,udp_160,182,Amcrest Camera_Our,"(('10.2.1.248', 20716), ('192.168.1.131', 64335), 17, 1255348113452107416)"
161,udp_161,781,Amcrest Camera_Our,"(('192.168.1.131', 64337), ('3.226.202.54', 44067), 17, 1255348113452107416)"
162,udp_162,182,Amcrest Camera_Our,"(('10.2.1.248', 20722), ('192.168.1.131', 64338), 17, 1255348113452107416)"
163,udp_163,182,Amcrest Camera_Our,"(('107.13.184.9', 20722), ('192.168.1.131', 34739), 17, 1255348113452107416)"
164,udp_164,442,Amcrest Camera_Our,"(('107.13.184.9', 20722), ('192.168.1.131', 49303), 17, 1255348113452107416)"
165,udp_165,577,Amcrest Camera_Our,"(('192.168.1.131', 64345), ('52.91.228.238', 51445), 17, 1255348113452107416)"
166,udp_166,442,Amcrest Camera_Our,"(('192.168.1.131', 64346), ('3.226.202.54', 44024), 17, 1255348113452107416)"
167,udp_167,85,Amcrest Camera_Our,"(('107.13.184.9', 20733), ('192.168.1.131', 41242), 17, 1255348113452107416)"
168,udp_168,881,Amcrest Camera_Our,"(('107.13.184.9', 20735), ('192.168.1.131', 40786), 17, 1255348113452107416)"
169,udp_169,485,Amcrest Camera_Our,"(('192.168.1.131', 64355), ('54.209.127.50', 8810), 17, 1255348113452107416)"
170,udp_170,485,Amcrest Camera_Our,"(('192.168.1.131', 64362), ('54.209.127.50', 8812), 17, 1255348113452107416)"
171,udp_171,485,Amcrest Camera_Our,"(('192.168.1.131', 64362), ('54.209.127.50', 8815), 17, 1255348113452107416)"
172,udp_172,485,Amcrest Camera_Our,"(('192.168.1.131', 64372), ('54.209.127.50', 8812), 17, 1255348113452107416)"
173,udp_173,485,Amcrest Camera_Our,"(('192.168.1.131', 64378), ('54.209.127.50', 8811), 17, 1255348113452107416)"
174,udp_174,485,Amcrest Camera_Our,"(('192.168.1.131', 64387), ('54.209.127.50', 8814), 17, 1255348113452107416)"
175,udp_175,485,Amcrest Camera_Our,"(('192.168.1.131', 64402), ('54.209.127.50', 8815), 17, 1255348113452107416)"
176,udp_176,485,Amcrest Camera_Our,"(('192.168.1.131', 64403), ('54.209.127.50', 8813), 17, 1255348113452107416)"
177,udp_177,485,Amcrest Camera_Our,"(('192.168.1.131', 64412), ('54.209.127.50', 8813), 17, 1255348113452107416)"
178,udp_178,485,Amcrest Camera_Our,"(('192.168.1.131', 64413), ('54.209.127.50', 8815), 17, 1255348113452107416)"
179,udp_179,485,Amcrest Camera_Our,"(('192.168.1.131', 64415), ('54.209.127.50', 8814), 17, 1255348113452107416)"
180,udp_180,485,Amcrest Camera_Our,"(('192.168.1.131', 64427), ('54.209.127.50', 8814), 17, 1255348113452107416)"
181,udp_181,485,Amcrest Camera_Our,"(('192.168.1.131', 64433), ('54.209.127.50', 8811), 17, 1255348113452107416)"
182,udp_182,485,Amcrest Camera_Our,"(('192.168.1.131', 64443), ('54.209.127.50', 8810), 17, 1255348113452107416)"
183,udp_183,336,Amcrest Camera_Our,"(('192.168.1.131', 64446), ('54.209.127.50', 8810), 17, 1255348113452107416)"
184,udp_184,336,Amcrest Camera_Our,"(('192.168.1.131', 64446), ('54.209.127.50', 8813), 17, 1255348113452107416)"
185,udp_185,485,Amcrest Camera_Our,"(('192.168.1.131', 64450), ('54.209.127.50', 8814), 17, 1255348113452107416)"
186,udp_186,485,Amcrest Camera_Our,"(('192.168.1.131', 64457), ('54.209.127.50', 8814), 17, 1255348113452107416)"
187,udp_187,485,Amcrest Camera_Our,"(('192.168.1.131', 64458), ('54.209.127.50', 8815), 17, 1255348113452107416)"
188,udp_188,485,Amcrest Camera_Our,"(('192.168.1.131', 64473), ('54.209.127.50', 8810), 17, 1255348113452107416)"
189,udp_189,485,Amcrest Camera_Our,"(('192.168.1.131', 64477), ('54.209.127.50', 8812), 17, 1255348113452107416)"
190,udp_190,485,Amcrest Camera_Our,"(('192.168.1.131', 64480), ('54.209.127.50', 8815), 17, 1255348113452107416)"
191,udp_191,485,Amcrest Camera_Our,"(('192.168.1.131', 64481), ('54.209.127.50', 8813), 17, 1255348113452107416)"
192,udp_192,485,Amcrest Camera_Our,"(('192.168.1.131', 64486), ('54.209.127.50', 8810), 17, 1255348113452107416)"
193,udp_193,769,Amcrest-cam-wired_IoTLS,"(('192.168.10.128', 1900), ('239.255.255.250', 1900), 17, 3838106361024929207)"
194,udp_194,25,Amcrest-cam-wired_IoTLS,"(('192.168.10.128', 5353), ('224.0.0.251', 5353), 17, 3838106361024929207)"
195,udp_195,834,Amcrest-cam-wired_IoTLS,"(('192.168.10.128', 58850), ('239.255.255.250', 3702), 17, 3838106361024929207)"
196,udp_196,175,Amcrest-cam-wired_IoTLS,"(('192.168.10.128', 40377), ('52.42.224.222', 8800), 17, 3838106361024929207)"
197,udp_197,835,Amcrest-cam-wired_IoTLS,"(('192.168.10.128', 50408), ('52.42.224.222', 8800), 17, 3838106361024929207)"
198,udp_198,628,Amcrest-cam-wired_IoTLS,"(('192.168.10.128', 47752), ('52.42.224.222', 8802), 17, 3838106361024929207)"
199,udp_199,545,Amcrest-cam-wired_Mon,"(('192.168.10.191', 54139), ('34.238.41.119', 8802), 17, -5949452808817335790)"
200,udp_200,25,Amcrest-cam-wired_Mon,"(('192.168.10.191', 5353), ('224.0.0.251', 5353), 17, -5949452808817335790)"
201,udp_201,288,Amcrest-cam-wired_Mon,"(('192.168.10.191', 1900), ('239.255.255.250', 1900), 17, -5949452808817335790)"
202,udp_202,353,Amcrest-cam-wired_Mon,"(('192.168.10.191', 51511), ('52.91.228.238', 43514), 17, -5949452808817335790)"
203,udp_203,85,Amcrest-cam-wired_Mon,"(('192.168.10.191', 34920), ('52.91.228.238', 34370), 17, -5949452808817335790)"
204,udp_204,213,Amcrest-cam-wired_Mon,"(('192.168.10.191', 36778), ('52.91.228.238', 50112), 17, -5949452808817335790)"
205,udp_205,85,Amcrest-cam-wired_Mon,"(('192.168.10.191', 55523), ('52.91.228.238', 59952), 17, -5949452808817335790)"
206,udp_206,353,Amcrest-cam-wired_Mon,"(('192.168.10.191', 56537), ('52.91.228.238', 37409), 17, -5949452808817335790)"
207,udp_207,85,Amcrest-cam-wired_Mon,"(('192.168.10.191', 52143), ('52.91.228.238', 43019), 17, -5949452808817335790)"
208,udp_208,101,Amcrest-cam-wired_Mon,"(('18.205.153.66', 39445), ('192.168.10.191', 51738), 17, -5949452808817335790)"
209,udp_209,85,Amcrest-cam-wired_Mon,"(('18.205.153.66', 54566), ('192.168.10.191', 33518), 17, -5949452808817335790)"
210,udp_210,487,Amcrest-cam-wired_Mon,"(('192.168.10.191', 35887), ('52.91.228.238', 56584), 17, -5949452808817335790)"
211,udp_211,85,Amcrest-cam-wired_Mon,"(('18.205.153.66', 45168), ('192.168.10.191', 56089), 17, -5949452808817335790)"
212,udp_212,353,Amcrest-cam-wired_Mon,"(('192.168.10.191', 53630), ('52.91.228.238', 33705), 17, -5949452808817335790)"
213,udp_213,85,Amcrest-cam-wired_Mon,"(('18.205.153.66', 42615), ('192.168.10.191', 40230), 17, -5949452808817335790)"
214,udp_214,4,Amcrest-cam-wired_Mon,"(('18.205.153.66', 36656), ('192.168.10.191', 58737), 17, -5949452808817335790)"
215,udp_215,487,Amcrest-cam-wired_Mon,"(('192.168.10.191', 49837), ('52.91.228.238', 53790), 17, -5949452808817335790)"
216,udp_216,85,Amcrest-cam-wired_Mon,"(('192.168.10.191', 58606), ('52.91.228.238', 40164), 17, -5949452808817335790)"
