Cluster Index,flow_ID,Cluster,Device Name,Flow Key
42,tcp_42,4669,Allure-speaker_Mon,"(('192.168.20.132', 45469), ('54.239.38.218', 443), 6, 3780589867059189442)"
43,tcp_43,117,Allure-speaker_Mon,"(('192.168.20.132', 45828), ('54.239.38.218', 443), 6, 3780589867059189442)"
44,tcp_44,117,Allure-speaker_Mon,"(('192.168.20.132', 48137), ('54.239.39.74', 443), 6, 3780589867059189442)"
45,tcp_45,4771,Allure-speaker_Mon,"(('192.168.20.132', 53581), ('52.94.216.73', 443), 6, 3780589867059189442)"
46,tcp_46,4839,Allure-speaker_Mon,"(('192.168.20.132', 47142), ('54.239.38.218', 443), 6, 3780589867059189442)"
47,tcp_47,3919,Allure-speaker_Mon,"(('192.168.20.132', 49142), ('54.239.39.74', 443), 6, 3780589867059189442)"
48,tcp_48,3072,Allure-speaker_Mon,"(('192.168.20.132', 46150), ('54.239.38.218', 443), 6, 3780589867059189442)"
49,tcp_49,4856,Allure-speaker_Mon,"(('192.168.20.132', 47826), ('54.239.38.218', 443), 6, 3780589867059189442)"
50,tcp_50,2950,Allure-speaker_Mon,"(('192.168.20.132', 44485), ('52.94.216.73', 443), 6, 3780589867059189442)"
51,tcp_51,4329,Allure-speaker_Mon,"(('192.168.20.132', 36360), ('54.239.38.218', 443), 6, 3780589867059189442)"
52,tcp_52,498,Allure-speaker_Mon,"(('192.168.20.132', 57899), ('54.239.39.74', 443), 6, 3780589867059189442)"
53,tcp_53,1352,Allure-speaker_Mon,"(('192.168.20.132', 48667), ('54.239.38.218', 443), 6, 3780589867059189442)"
54,tcp_54,1352,Allure-speaker_Mon,"(('192.168.20.132', 34774), ('52.94.216.73', 443), 6, 3780589867059189442)"
55,tcp_55,498,Allure-speaker_Mon,"(('192.168.20.132', 49281), ('54.239.38.218', 443), 6, 3780589867059189442)"
56,tcp_56,1352,Allure-speaker_Mon,"(('192.168.20.132', 35430), ('52.94.216.73', 443), 6, 3780589867059189442)"
57,tcp_57,1352,Allure-speaker_Mon,"(('192.168.20.132', 35756), ('52.94.216.73', 443), 6, 3780589867059189442)"
58,tcp_58,4106,Allure-speaker_Mon,"(('192.168.20.132', 59860), ('54.239.39.74', 443), 6, 3780589867059189442)"
59,tcp_59,1012,Allure-speaker_Mon,"(('192.168.20.132', 60163), ('54.239.39.74', 443), 6, 3780589867059189442)"
60,tcp_60,3062,Allure-speaker_Mon,"(('192.168.20.132', 53433), ('54.239.38.218', 443), 6, 3780589867059189442)"
61,tcp_61,1352,Allure-speaker_Mon,"(('192.168.20.132', 55392), ('54.239.39.74', 443), 6, 3780589867059189442)"
62,tcp_62,1352,Allure-speaker_Mon,"(('192.168.20.132', 55721), ('54.239.39.74', 443), 6, 3780589867059189442)"
63,tcp_63,3983,Allure-speaker_Mon,"(('192.168.20.132', 54411), ('54.239.38.218', 443), 6, 3780589867059189442)"
64,tcp_64,1012,Allure-speaker_Mon,"(('192.168.20.132', 33240), ('52.94.216.73', 443), 6, 3780589867059189442)"
65,tcp_65,1012,Allure-speaker_Mon,"(('192.168.20.132', 33583), ('52.94.216.73', 443), 6, 3780589867059189442)"
66,tcp_66,4856,Allure-speaker_Mon,"(('192.168.20.132', 33941), ('52.94.216.73', 443), 6, 3780589867059189442)"
67,tcp_67,3798,Allure-speaker_Mon,"(('192.168.20.132', 47090), ('216.58.198.164', 80), 6, 3780589867059189442)"
68,tcp_68,3798,Allure-speaker_Mon,"(('192.168.20.132', 39977), ('216.58.212.100', 80), 6, 3780589867059189442)"
69,tcp_69,1976,Allure-speaker_Mon,"(('192.168.20.132', 58975), ('54.239.29.142', 443), 6, 3780589867059189442)"
70,tcp_70,2950,Allure-speaker_Mon,"(('192.168.20.132', 53085), ('54.239.38.218', 443), 6, 3780589867059189442)"
71,tcp_71,3732,Allure-speaker_Mon,"(('192.168.20.132', 53583), ('54.239.26.244', 443), 6, 3780589867059189442)"
72,tcp_72,3380,Allure-speaker_Mon,"(('192.168.20.132', 33452), ('99.84.8.92', 443), 6, 3780589867059189442)"
73,tcp_73,2925,Allure-speaker_Mon,"(('192.168.20.132', 52575), ('99.84.8.58', 443), 6, 3780589867059189442)"
74,tcp_74,3499,Allure-speaker_Mon,"(('192.168.20.132', 46252), ('54.239.38.218', 443), 6, 3780589867059189442)"
75,tcp_75,426,Allure-speaker_Mon,"(('192.168.20.132', 33456), ('99.84.8.92', 443), 6, 3780589867059189442)"
76,tcp_76,2931,Allure-speaker_Mon,"(('192.168.20.132', 46254), ('54.239.38.218', 443), 6, 3780589867059189442)"
77,tcp_77,4665,Allure-speaker_Mon,"(('192.168.20.132', 34273), ('99.84.7.77', 443), 6, 3780589867059189442)"
78,tcp_78,651,Allure-speaker_Mon,"(('192.168.20.132', 45926), ('216.58.221.36', 80), 6, 3780589867059189442)"
79,tcp_79,3380,Allure-speaker_Mon,"(('192.168.20.132', 45050), ('99.84.8.96', 443), 6, 3780589867059189442)"
80,tcp_80,1976,Allure-speaker_Mon,"(('192.168.20.132', 55605), ('54.239.29.142', 443), 6, 3780589867059189442)"
81,tcp_81,5023,Allure-speaker_Mon,"(('192.168.20.132', 43655), ('99.84.8.106', 443), 6, 3780589867059189442)"
82,tcp_82,3099,Allure-speaker_Mon,"(('192.168.20.132', 49125), ('54.239.39.74', 443), 6, 3780589867059189442)"
83,tcp_83,426,Allure-speaker_Mon,"(('192.168.20.132', 43657), ('99.84.8.106', 443), 6, 3780589867059189442)"
84,tcp_84,1348,Allure-speaker_Mon,"(('192.168.20.132', 49127), ('54.239.39.74', 443), 6, 3780589867059189442)"
85,tcp_85,3437,Allure-speaker_Mon,"(('143.204.199.246', 443), ('192.168.20.132', 44909), 6, 3780589867059189442)"
86,tcp_86,3157,Allure-speaker_Mon,"(('143.204.192.126', 443), ('192.168.20.132', 53864), 6, 3780589867059189442)"
87,tcp_87,1976,Allure-speaker_Mon,"(('192.168.20.132', 34276), ('54.239.29.128', 443), 6, 3780589867059189442)"
88,tcp_88,2827,Allure-speaker_Mon,"(('192.168.20.132', 50487), ('52.94.216.73', 443), 6, 3780589867059189442)"
89,tcp_89,3616,Allure-speaker_Mon,"(('143.204.192.34', 443), ('192.168.20.132', 40501), 6, 3780589867059189442)"
90,tcp_90,4647,Allure-speaker_Mon,"(('143.204.192.34', 443), ('192.168.20.132', 40502), 6, 3780589867059189442)"
91,tcp_91,1348,Allure-speaker_Mon,"(('192.168.20.132', 50490), ('52.94.216.73', 443), 6, 3780589867059189442)"
92,tcp_92,5205,Allure-speaker_Mon,"(('143.204.199.246', 443), ('192.168.20.132', 36011), 6, 3780589867059189442)"
93,tcp_93,3401,Allure-speaker_Mon,"(('192.168.20.132', 40702), ('54.239.38.218', 443), 6, 3780589867059189442)"
94,tcp_94,1976,Allure-speaker_Mon,"(('192.168.20.132', 45325), ('54.239.29.128', 443), 6, 3780589867059189442)"
95,tcp_95,4982,Allure-speaker_Mon,"(('192.168.20.132', 58353), ('72.21.207.142', 443), 6, 3780589867059189442)"
96,tcp_96,4982,Allure-speaker_Mon,"(('192.168.20.132', 58226), ('52.94.240.240', 443), 6, 3780589867059189442)"
97,tcp_97,1342,Amazon Echo Look_Our,"(('192.168.1.134', 60785), ('52.94.243.11', 443), 6, -7633892932538731030)"
98,tcp_98,1097,Amazon Echo Look_Our,"(('192.168.1.134', 47383), ('54.239.19.125', 443), 6, -7633892932538731030)"
99,tcp_99,4209,Amazon Echo Look_Our,"(('192.168.1.134', 33838), ('72.21.207.190', 443), 6, -7633892932538731030)"
100,tcp_100,2168,Amazon Echo Look_Our,"(('192.168.1.134', 57811), ('54.239.27.11', 443), 6, -7633892932538731030)"
101,tcp_101,1788,Amazon Echo Look_Our,"(('192.168.1.134', 56520), ('52.46.134.186', 443), 6, -7633892932538731030)"
102,tcp_102,2326,Amazon Echo Look_Our,"(('192.168.1.134', 58483), ('52.94.229.122', 443), 6, -7633892932538731030)"
103,tcp_103,692,Amazon Echo Look_Our,"(('192.168.1.134', 47225), ('52.94.243.7', 443), 6, -7633892932538731030)"
104,tcp_104,2306,Amazon Echo Look_Our,"(('176.32.103.58', 443), ('192.168.1.134', 41778), 6, -7633892932538731030)"
105,tcp_105,172,Amazon Echo Look_Our,"(('192.168.1.134', 47226), ('52.94.243.7', 443), 6, -7633892932538731030)"
106,tcp_106,2118,Amazon Echo Look_Our,"(('192.168.1.134', 54430), ('52.46.145.172', 443), 6, -7633892932538731030)"
107,tcp_107,1097,Amazon Echo Look_Our,"(('192.168.1.134', 41178), ('52.94.228.225', 443), 6, -7633892932538731030)"
108,tcp_108,5130,Amazon Echo Look_Our,"(('192.168.1.134', 42332), ('52.119.196.66', 443), 6, -7633892932538731030)"
109,tcp_109,2306,Amazon Echo Look_Our,"(('176.32.102.180', 443), ('192.168.1.134', 36472), 6, -7633892932538731030)"
110,tcp_110,509,Amazon Echo Look_Our,"(('192.168.1.134', 41782), ('52.94.229.76', 443), 6, -7633892932538731030)"
111,tcp_111,415,Amazon Echo Look_Our,"(('192.168.1.134', 50857), ('52.46.144.134', 443), 6, -7633892932538731030)"
112,tcp_112,4571,Amazon Echo Look_Our,"(('192.168.1.134', 58487), ('52.94.229.122', 443), 6, -7633892932538731030)"
113,tcp_113,2127,Amazon Echo Look_Our,"(('192.168.1.134', 58292), ('52.94.229.76', 443), 6, -7633892932538731030)"
114,tcp_114,3527,Amazon Echo Look_Our,"(('176.32.103.58', 443), ('192.168.1.134', 40385), 6, -7633892932538731030)"
115,tcp_115,401,Amazon Echo Look_Our,"(('192.168.1.134', 36452), ('54.239.29.0', 443), 6, -7633892932538731030)"
116,tcp_116,450,Amazon Echo Look_Our,"(('192.168.1.134', 54623), ('54.239.29.0', 443), 6, -7633892932538731030)"
117,tcp_117,2589,Amazon Echo Look_Our,"(('192.168.1.134', 51518), ('54.239.29.0', 443), 6, -7633892932538731030)"
118,tcp_118,450,Amazon Echo Look_Our,"(('192.168.1.134', 58927), ('54.239.29.0', 443), 6, -7633892932538731030)"
119,tcp_119,4798,Amazon Echo Look_Our,"(('192.168.1.134', 45513), ('52.94.236.194', 443), 6, -7633892932538731030)"
120,tcp_120,3277,Amazon Echo Look_Our,"(('192.168.1.134', 50129), ('52.217.42.244', 443), 6, -7633892932538731030)"
121,tcp_121,917,Amazon Echo Look_Our,"(('192.168.1.134', 58244), ('52.217.42.244', 443), 6, -7633892932538731030)"
122,tcp_122,2589,Amazon Echo Look_Our,"(('192.168.1.134', 39482), ('54.239.29.0', 443), 6, -7633892932538731030)"
123,tcp_123,450,Amazon Echo Look_Our,"(('192.168.1.134', 39575), ('54.239.29.0', 443), 6, -7633892932538731030)"
124,tcp_124,2589,Amazon Echo Look_Our,"(('192.168.1.134', 34253), ('54.239.29.0', 443), 6, -7633892932538731030)"
125,tcp_125,558,Amazon Echo Look_Our,"(('192.168.1.134', 34295), ('54.239.29.0', 443), 6, -7633892932538731030)"
126,tcp_126,2796,Amazon Echo Look_Our,"(('192.168.1.134', 36610), ('52.94.236.194', 443), 6, -7633892932538731030)"
127,tcp_127,471,Amazon Echo Look_Our,"(('192.168.1.134', 59299), ('54.239.29.0', 443), 6, -7633892932538731030)"
128,tcp_128,450,Amazon Echo Look_Our,"(('192.168.1.134', 35264), ('54.239.29.0', 443), 6, -7633892932538731030)"
129,tcp_129,471,Amazon Echo Look_Our,"(('192.168.1.134', 35090), ('54.239.29.0', 443), 6, -7633892932538731030)"
130,tcp_130,2589,Amazon Echo Look_Our,"(('192.168.1.134', 52424), ('54.239.29.0', 443), 6, -7633892932538731030)"
131,tcp_131,523,Amazon Echo Look_Our,"(('192.168.1.134', 47324), ('52.46.156.47', 443), 6, -7633892932538731030)"
132,tcp_132,3503,Amazon Echo Look_Our,"(('192.168.1.134', 37042), ('52.46.144.154', 443), 6, -7633892932538731030)"
133,tcp_133,708,Amazon Echo Look_Our,"(('192.168.1.134', 44773), ('52.94.228.52', 443), 6, -7633892932538731030)"
134,tcp_134,699,Amazon Echo Look_Our,"(('192.168.1.134', 53426), ('52.46.145.172', 443), 6, -7633892932538731030)"
135,tcp_135,2427,Amazon Echo Look_Our,"(('192.168.1.134', 55468), ('52.94.232.195', 443), 6, -7633892932538731030)"
136,tcp_136,450,Amazon Echo Look_Our,"(('192.168.1.134', 52907), ('52.94.232.195', 443), 6, -7633892932538731030)"
137,tcp_137,471,Amazon Echo Look_Our,"(('192.168.1.134', 35857), ('52.94.232.195', 443), 6, -7633892932538731030)"
138,tcp_138,471,Amazon Echo Look_Our,"(('192.168.1.134', 41145), ('52.94.232.195', 443), 6, -7633892932538731030)"
139,tcp_139,450,Amazon Echo Look_Our,"(('192.168.1.134', 47775), ('52.94.232.195', 443), 6, -7633892932538731030)"
140,tcp_140,4940,Amazon Echo Look_Our,"(('192.168.1.134', 59649), ('52.85.145.166', 443), 6, -7633892932538731030)"
141,tcp_141,3839,Amazon Echo Look_Our,"(('192.168.1.134', 40260), ('52.85.145.166', 443), 6, -7633892932538731030)"
142,tcp_142,3287,Amazon Echo Look_Our,"(('192.168.1.134', 52086), ('52.85.145.166', 443), 6, -7633892932538731030)"
143,tcp_143,747,Amazon Echo Look_Our,"(('192.168.1.134', 37098), ('52.46.145.112', 443), 6, -7633892932538731030)"
144,tcp_144,471,Amazon Echo Look_Our,"(('192.168.1.134', 59928), ('52.46.145.112', 443), 6, -7633892932538731030)"
145,tcp_145,2589,Amazon Echo Look_Our,"(('192.168.1.134', 51235), ('52.46.145.112', 443), 6, -7633892932538731030)"
146,tcp_146,450,Amazon Echo Look_Our,"(('192.168.1.134', 47036), ('52.46.145.112', 443), 6, -7633892932538731030)"
147,tcp_147,5128,Amazon Echo Look_Our,"(('176.32.103.58', 443), ('192.168.1.134', 48510), 6, -7633892932538731030)"
148,tcp_148,982,Amazon Echo Look_Our,"(('192.168.1.134', 50144), ('54.239.25.214', 443), 6, -7633892932538731030)"
149,tcp_149,5275,Amazon Echo Look_Our,"(('192.168.1.134', 44095), ('52.46.141.49', 443), 6, -7633892932538731030)"
150,tcp_150,553,Amazon Echo Look_Our,"(('192.168.1.134', 43331), ('52.119.164.214', 443), 6, -7633892932538731030)"
151,tcp_151,2589,Amazon Echo Look_Our,"(('192.168.1.134', 51309), ('52.46.141.49', 443), 6, -7633892932538731030)"
152,tcp_152,450,Amazon Echo Look_Our,"(('192.168.1.134', 48772), ('52.46.141.49', 443), 6, -7633892932538731030)"
153,tcp_153,415,Amazon Echo Look_Our,"(('192.168.1.134', 33875), ('52.46.144.134', 443), 6, -7633892932538731030)"
154,tcp_154,471,Amazon Echo Look_Our,"(('192.168.1.134', 41884), ('52.46.141.49', 443), 6, -7633892932538731030)"
155,tcp_155,3909,Amazon Echo Look_Our,"(('192.168.1.134', 34578), ('52.94.233.167', 443), 6, -7633892932538731030)"
156,tcp_156,4983,Amazon Echo Look_Our,"(('192.168.1.134', 36985), ('52.216.8.11', 443), 6, -7633892932538731030)"
157,tcp_157,3581,Amazon Echo Look_Our,"(('192.168.1.134', 56945), ('52.216.8.11', 443), 6, -7633892932538731030)"
158,tcp_158,2589,Amazon Echo Look_Our,"(('192.168.1.134', 39425), ('52.94.232.195', 443), 6, -7633892932538731030)"
159,tcp_159,471,Amazon Echo Look_Our,"(('192.168.1.134', 35543), ('52.94.232.195', 443), 6, -7633892932538731030)"
160,tcp_160,471,Amazon Echo Look_Our,"(('192.168.1.134', 36365), ('52.94.232.195', 443), 6, -7633892932538731030)"
161,tcp_161,3909,Amazon Echo Look_Our,"(('192.168.1.134', 34533), ('52.94.233.167', 443), 6, -7633892932538731030)"
162,tcp_162,917,Amazon Echo Look_Our,"(('192.168.1.134', 44043), ('52.217.32.76', 443), 6, -7633892932538731030)"
163,tcp_163,917,Amazon Echo Look_Our,"(('192.168.1.134', 46562), ('52.217.32.76', 443), 6, -7633892932538731030)"
164,tcp_164,2427,Amazon Echo Look_Our,"(('192.168.1.134', 59504), ('54.239.29.0', 443), 6, -7633892932538731030)"
165,tcp_165,450,Amazon Echo Look_Our,"(('192.168.1.134', 41672), ('54.239.29.0', 443), 6, -7633892932538731030)"
166,tcp_166,471,Amazon Echo Look_Our,"(('192.168.1.134', 45040), ('54.239.29.0', 443), 6, -7633892932538731030)"
167,tcp_167,450,Amazon Echo Look_Our,"(('192.168.1.134', 47742), ('54.239.29.0', 443), 6, -7633892932538731030)"
168,tcp_168,471,Amazon Echo Look_Our,"(('192.168.1.134', 53201), ('54.239.29.0', 443), 6, -7633892932538731030)"
169,tcp_169,450,Amazon Echo Look_Our,"(('192.168.1.134', 44787), ('54.239.29.0', 443), 6, -7633892932538731030)"
170,tcp_170,747,Amazon Echo Look_Our,"(('192.168.1.134', 37108), ('54.239.29.0', 443), 6, -7633892932538731030)"
171,tcp_171,471,Amazon Echo Look_Our,"(('192.168.1.134', 59399), ('54.239.29.0', 443), 6, -7633892932538731030)"
172,tcp_172,450,Amazon Echo Look_Our,"(('192.168.1.134', 49982), ('54.239.29.0', 443), 6, -7633892932538731030)"
173,tcp_173,2589,Amazon Echo Look_Our,"(('192.168.1.134', 37916), ('54.239.29.0', 443), 6, -7633892932538731030)"
174,tcp_174,471,Amazon Echo Look_Our,"(('192.168.1.134', 33837), ('54.239.29.0', 443), 6, -7633892932538731030)"
175,tcp_175,987,Amazon Echo Look_Our,"(('192.168.1.134', 53946), ('52.46.156.47', 443), 6, -7633892932538731030)"
176,tcp_176,2589,Amazon Echo Look_Our,"(('192.168.1.134', 41014), ('54.239.29.0', 443), 6, -7633892932538731030)"
177,tcp_177,471,Amazon Echo Look_Our,"(('192.168.1.134', 59540), ('54.239.29.0', 443), 6, -7633892932538731030)"
178,tcp_178,2589,Amazon Echo Look_Our,"(('192.168.1.134', 34072), ('54.239.29.0', 443), 6, -7633892932538731030)"
179,tcp_179,1249,Amazon Echo Look_Our,"(('192.168.1.134', 36327), ('52.85.145.39', 443), 6, -7633892932538731030)"
180,tcp_180,4439,Amazon Echo Look_Our,"(('192.168.1.134', 49320), ('52.85.145.39', 443), 6, -7633892932538731030)"
181,tcp_181,4607,Amazon Echo Look_Our,"(('192.168.1.134', 36066), ('52.85.145.39', 443), 6, -7633892932538731030)"
182,tcp_182,5029,Amazon Echo Look_Our,"(('192.168.1.134', 47972), ('52.85.145.39', 443), 6, -7633892932538731030)"
183,tcp_183,471,Amazon Echo Look_Our,"(('192.168.1.134', 52083), ('54.239.29.0', 443), 6, -7633892932538731030)"
184,tcp_184,471,Amazon Echo Look_Our,"(('192.168.1.134', 33614), ('54.239.29.0', 443), 6, -7633892932538731030)"
185,tcp_185,509,Amazon Echo Look_Our,"(('192.168.1.134', 34742), ('52.94.232.206', 443), 6, -7633892932538731030)"
186,tcp_186,2326,Amazon Echo Look_Our,"(('192.168.1.134', 54683), ('52.94.233.109', 443), 6, -7633892932538731030)"
187,tcp_187,509,Amazon Echo Look_Our,"(('192.168.1.134', 56584), ('52.46.156.47', 443), 6, -7633892932538731030)"
188,tcp_188,699,Amazon Echo Look_Our,"(('192.168.1.134', 39350), ('72.21.207.87', 443), 6, -7633892932538731030)"
189,tcp_189,1461,Amazon Echo Look_Our,"(('192.168.1.134', 36378), ('52.94.232.230', 443), 6, -7633892932538731030)"
190,tcp_190,2168,Amazon Echo Look_Our,"(('192.168.1.134', 36379), ('52.94.232.230', 443), 6, -7633892932538731030)"
191,tcp_191,1788,Amazon Echo Look_Our,"(('192.168.1.134', 60558), ('52.46.134.186', 443), 6, -7633892932538731030)"
192,tcp_192,1852,Amazon Echo Look_Our,"(('192.168.1.134', 40826), ('52.119.164.214', 443), 6, -7633892932538731030)"
193,tcp_193,5275,Amazon Echo Look_Our,"(('192.168.1.134', 49432), ('52.46.145.112', 443), 6, -7633892932538731030)"
194,tcp_194,692,Amazon Echo Look_Our,"(('192.168.1.134', 35173), ('52.94.241.196', 443), 6, -7633892932538731030)"
195,tcp_195,5128,Amazon Echo Look_Our,"(('176.32.102.180', 443), ('192.168.1.134', 39443), 6, -7633892932538731030)"
196,tcp_196,537,Amazon Echo Look_Our,"(('192.168.1.134', 40012), ('52.94.233.253', 443), 6, -7633892932538731030)"
197,tcp_197,1097,Amazon Echo Look_Our,"(('192.168.1.134', 36142), ('52.46.128.105', 443), 6, -7633892932538731030)"
198,tcp_198,415,Amazon Echo Look_Our,"(('192.168.1.134', 43547), ('52.119.196.31', 443), 6, -7633892932538731030)"
199,tcp_199,4003,Amazon Echo Look_Our,"(('192.168.1.134', 39479), ('52.94.242.249', 443), 6, -7633892932538731030)"
200,tcp_200,692,Amazon Echo Look_Our,"(('192.168.1.134', 57790), ('52.46.158.171', 443), 6, -7633892932538731030)"
201,tcp_201,982,Amazon Echo Look_Our,"(('192.168.1.134', 49584), ('52.46.157.16', 443), 6, -7633892932538731030)"
202,tcp_202,509,Amazon Echo Look_Our,"(('192.168.1.134', 50431), ('52.94.243.173', 443), 6, -7633892932538731030)"
203,tcp_203,2168,Amazon Echo Look_Our,"(('192.168.1.134', 57791), ('52.46.158.171', 443), 6, -7633892932538731030)"
204,tcp_204,2416,Amazon Echo Look_Our,"(('192.168.1.134', 60657), ('52.94.232.206', 443), 6, -7633892932538731030)"
205,tcp_205,1992,Amazon Echo Look_Our,"(('192.168.1.134', 58695), ('52.119.197.116', 443), 6, -7633892932538731030)"
206,tcp_206,3182,Amazon Echo Look_Our,"(('192.168.1.134', 36385), ('52.94.232.230', 443), 6, -7633892932538731030)"
207,tcp_207,936,Amazon Echo Look_Our,"(('192.168.1.134', 36386), ('52.94.232.230', 443), 6, -7633892932538731030)"
208,tcp_208,1510,Amazon Echo Look_Our,"(('192.168.1.134', 42469), ('52.216.237.75', 80), 6, -7633892932538731030)"
209,tcp_209,415,Amazon Echo Look_Our,"(('192.168.1.134', 34122), ('52.94.241.146', 443), 6, -7633892932538731030)"
210,tcp_210,692,Amazon Echo Look_Our,"(('192.168.1.134', 36387), ('52.94.232.230', 443), 6, -7633892932538731030)"
211,tcp_211,4042,Amazon Echo Look_Our,"(('176.32.102.180', 443), ('192.168.1.134', 43609), 6, -7633892932538731030)"
212,tcp_212,4932,Amazon Echo Look_Our,"(('192.168.1.134', 60395), ('52.94.227.146', 443), 6, -7633892932538731030)"
213,tcp_213,172,Amazon Echo Look_Our,"(('192.168.1.134', 36389), ('52.94.232.230', 443), 6, -7633892932538731030)"
214,tcp_214,2416,Amazon Echo Look_Our,"(('192.168.1.134', 34195), ('52.46.145.172', 443), 6, -7633892932538731030)"
